"","...1","Disease","Enrichment.biomarker","Biomarker.relationship","Biomarker.logical.conditions","Marker.type","Drug","Targets","Study.Phase..comparator.","Clinical.State.and.treatment.setting","Primary.End.Point","clinicaltrials.gov.reference","Raw.Text","annotator","STATUS","validator","URL","drug_drugbank_standard","drug_pubchem","biomarker_ensembl_standard","diseases_EFO_MONDO_standard","biomarker_term","QC"
"171",171,"BILIARY TRACT CARCINOMA","absent","NA","NA","NA","PEMBROLIZUMAB, OXALIPLATIN","PD1, UNK, UNK","II","Advanced, Second line","5-month PFS","NCT03111732","NA","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03111732","DB09037,DB00526","NA, 5310940","ENSG00000104313","MONDO_0018531","ABSENT NA NA","no biomarker"
"172",172,"METASTATIC HEPATOCELLULAR CARCINOMA","absent","NA","NA","NA","ATEZOLIZUMAB, CABOZANTINIB","UNK, UNK","I/II","Advanced, First line","objective response rate [ORR], safety of the recommended combination dose of cabozantinib with atezolizumab","NCT03170960","Had other cancers, but HCC was in its own cohort","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03170960","DB11595,DB08875","NA, 25102846","ENSG00000104313","EFO_0000702","ABSENT NA NA","no biomarker"
"173",173,"METASTATIC HEPATOCELLULAR CARCINOMA","absent","NA","NA","NA","TREMELIMUMAB, DURVALUMAB","UNK, UNK","II","Advanced, Second line","Best Overall Response rate","NCT03482102","must be done with radiation","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03482102","DB11771,DB11714","NA, NA","ENSG00000104313","EFO_0000702","ABSENT NA NA","no biomarker"
"174",174,"METASTATIC BILIARY TRACT CANCER","absent","NA","NA","NA","TREMELIMUMAB, DURVALUMAB","UNK, UNK","II","Advanced, Second line","Best Overall Response rate","NCT03482102","must be done with radiation","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03482102","DB11771,DB11714","NA, NA","ENSG00000104313","MONDO_0003060","ABSENT NA NA","no biomarker"
"175",175,"HEPATOCELLULAR CARCINOMA","absent","NA","NA","NA","BABAODAN","UNK","IV","First line","3-year disease free survival","NCT03515369","must be done with curative resection","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03515369","NA","NA","ENSG00000104313","EFO_0000182","ABSENT NA NA","failed drug,no biomarker"
"176",176,"HEPATOCELLULAR CARCINOMA","absent","NA","NA","NA","APATINIB","VEGFR","II","First line","overall survival","NCT03520257","must be With BCLC-C Stage I and Stage II Portal Vein Tumor Thrombus. Must be done with radiotherapy","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03520257","DB14765","45139106","ENSG00000104313","EFO_0000182","ABSENT NA NA","no biomarker"
"177",177,"ADVANCED HEPATOCELLULAR CARCINOMA","absent","NA","NA","NA","SORAFENIB, CVM-1118","VEGF, UNK","II","Advanced, First line","Objective Response Rate (ORR)","NCT03582618","NA","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03582618","DB00398,NA","406563, 49840582","ENSG00000104313","EFO_0009260","ABSENT NA NA","no biomarker"
"178",178,"ADVANCED LIVER CANCER","WNT/β-catenin","Positive","NA","Protein Expression","DKN-01, SORAFENIB","UNK, UNK","I/II","Advanced, First line","Phase I: Adverse Events , Phase II: Time to progression (TTP2)","NCT03645980","NA","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03645980","NA,DB00398","NA, 406563","NA","MONDO_0002691","WNT/Β-CATENIN PROTEIN EXPRESSION POSITIVE","failed drug,failed biomarker"
"179",179,"INTERMEDIATE STAGE HEPATOCELLULAR CARCINOMA","absent","NA","NA","NA","NIVOLUMAB","UNK","II","First line","Objective Response Rate (ORR)","NCT03572582","Must be done with TACE","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03572582","DB09035","NA","ENSG00000104313","EFO_0000707","ABSENT NA NA","no biomarker"
"180",180,"ADVANCED LIVER CANCER","absent","NA","NA","NA","ANLOTINIB","UNK","UNK","Advanced, First line","Progression free survival","NCT03766776","NA","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03766776","DB11885","57380530","ENSG00000104313","MONDO_0002691","ABSENT NA NA","no biomarker"
"181",181,"LOCOREGIONAL HEPATOCELLULAR CARCINOMA","absent","NA","NA","NA","DURVALUMAB, BEVACIZUMAB","UNK, UNK","III","First line","Progression Free Survival (PFS) for Arm A vs Arm C","NCT03778957","must be done with tace","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03778957","DB11714,DB00112","NA, NA","ENSG00000104313","EFO_0000707","ABSENT NA NA","no biomarker"
"182",182,"HEPATOCELLULAR CARCINOMA","absent","NA","NA","NA","APATINIB","UNK","II","Second line","Time To Progression","NCT03510416","Must be done with TACE","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03510416","DB14765","45139106","ENSG00000104313","EFO_0000182","ABSENT NA NA","no biomarker"
"183",183,"ADVANCED HEPATOCELLULAR CARCINOMA","absent","NA","NA","NA","SINTILIMAB, IBI305","UNK, UNK","I","Advanced, Second line","Incicende of Adverse Events (AEs)","NCT04072679","NA","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT04072679","NA,NA","NA, NA","ENSG00000104313","EFO_0009260","ABSENT NA NA","failed drug,no biomarker"
"184",184,"UNRESECTABLE HEPATOCELLULAR CARCINOMA","absent","NA","NA","NA","DEFEROXAMINE","UNK","I","First line","Progression Free Survival (PFS) in Participants With Unresectable Hepatocellular Cance","NCT03652467","combined with TACE","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03652467","DB00746","62881","ENSG00000104313","EFO_0000707","ABSENT NA NA","no biomarker"
"185",185,"RESECTABLE HEPATOCELLULAR CARCINOMA","absent","NA","NA","NA","OXALIPLATIN, FLUOROURACIL, LEUCOVORIN","UNK, UNK, UNK","III","First line","Overall survival ","NCT03469479","Also call FOLFOX","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03469479","DB00526,DB00544,DB00650","5310940, 3385, 135403647","ENSG00000104313","EFO_0000707","ABSENT NA NA","no biomarker"
"186",186,"ADVANCED HEPATOCELLULAR CARCINOMA","absent","NA","NA","NA","LENVATINIB","UNK","III","Advanced, First line","overall survival, progression-free survival","NCT04053985","combined with TAI","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT04053985","DB09078","11237762","ENSG00000104313","EFO_0009260","ABSENT NA NA","no biomarker"
"187",187,"LOCALLY ADVANCED HEPATOCELLULAR CARCINOMA","absent","NA","NA","NA","CABOZANTINIB, NIVOLUMAB","UNK, UNK","I","Advanced, First &Second line","Number of adverse events in participants of neoadjuvant cabozantinib plus nivolumab, Number of patients who complete pre-op treatment and proceed to surgery","NCT03299946","prior therapy had to have been over 6 months in advance","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03299946","DB08875,DB09035","25102846, NA","ENSG00000104313","EFO_0009260","ABSENT NA NA","no biomarker"
"188",188,"ADVANCED HEPATOCELLULAR CARCINOMA","absent","NA","NA","NA","PEMBROLIZUMAB, BAVITUXIMAB","UNK, UNK","II","Advanced, First line","Overall Response Rate ","NCT03519997","NA","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03519997","DB09037,DB05136","NA, NA","ENSG00000104313","EFO_0009260","ABSENT NA NA","no biomarker"
"189",189,"HEPATOCELLULAR CARCINOMA","absent","NA","NA","NA","ANLOTINIB, AK105","TKI, PD1","II","First line","Objective response rate (ORR)","NCT04172571","NA","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT04172571","DB11885,NA","57380530, NA","ENSG00000104313","EFO_0000182","ABSENT NA NA","no biomarker"
"190",190,"ADVANCED HEPATOCELLULAR CARCINOMA","absent","NA","NA","NA","CHIAURANIB","VEGFR2/VEGFR1/VEGFR3/PDGFRa/c-Kit/mitosis-related kinase Aurora B/CSF-1R","I","Advanced, First &Second line","16 weeks progression-free rate (16W-PFR)","NCT03245190","cannot have therapy two weeks before start of trial","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03245190","NA","49779393","ENSG00000104313","EFO_0009260","ABSENT NA NA","no biomarker"
"191",191,"HEPATOCELLULAR CARCINOMA","AFP","neagative","NA","Protein Expression","APATINIB, SHR-1210","VEGFR2, PD1","UNK","First line","relapse-free survival(RFS),Overall survival(OS)","NCT03722875","NA","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03722875","DB14765,NA","45139106, NA","ENSG00000081051","EFO_0000182","AFP PROTEIN EXPRESSION NEAGATIVE","pass"
"192",192,"HEPATOCELLULAR CARCINOMA","absent","NA","NA","NA","IDARUBICIN","UNK","II","First line","Rate of patients in objective response (complete or partial response)","NCT02185768","done with Chemoembolization","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT02185768","DB01177","636362","ENSG00000104313","EFO_0000182","ABSENT NA NA","no biomarker"
"193",193,"ADVANCED HEPATOCELLULAR CARCINOMA","absent","NA","NA","NA","BBI503, SORAFENIB","UNK, UNK","I","Advanced, First&Second line","Determine of the Maximum Tolerated Dose (MTD) of BBI503 monotherapy and in combination with Sorafenib by assessing dose-limiting toxicities (DLTs) , Number of Participants with Adverse Events as a Measure of Safety and Tolerability, Pharmacokinetic profile of BBI503","NCT02354898","Only requirement is no chemo for 4 weeks before start, no prior treatment with BBi503","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT02354898","NA,DB00398","25190990, 406563","ENSG00000104313","EFO_0009260","ABSENT NA NA","no biomarker"
"194",194,"ADVANCED HEPATOCELLULAR CARCINOMA","absent","NA","NA","NA","OXALIPLATIN, FLUOROURACIL","UNK, UNK","IV","Advanced, First line","Progression-free survival (PFS)","NCT02557503","used in HAIC after TACE","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT02557503","DB00526,DB00544","5310940, 3385","ENSG00000104313","EFO_0009260","ABSENT NA NA","no biomarker"
"195",195,"HEPATOCELLULAR CARCINOMA","AFP","positive","NA","Protein expression","RAMUCIRUMAB","UNK","III","Second line","Overall Survival (OS)","NCT02435433","NA","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT02435433","DB05578","NA","ENSG00000081051","EFO_0000182","AFP PROTEIN EXPRESSION POSITIVE","pass"
"196",196,"RECURRENT HEPATOCELLULAR CARCINOMA","AFP","positive","NA","Protein expression","GALUNISERTIB, NIVOLUMAB","Growth Factor-beta Receptor I Kinase, PD1","I/II","Advanced, Second line","Phase 1b: Maximum Tolerated Dose of Galunisertib in Combination with Nivolumab","NCT02423343","NA","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT02423343","DB11911,DB09035","10090485, NA","ENSG00000081051","EFO_0000707","AFP PROTEIN EXPRESSION POSITIVE","pass"
"197",197,"HEPATOCELLULAR CARCINOMA","absent","NA","NA","NA","S-ADENOSYL METHIONINE","UNK","I","First line","Time to tumor recurrence","NCT02586285","done with curative resection. To prevent reccurence","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT02586285","NA","34756","ENSG00000104313","EFO_0000182","ABSENT NA NA","no biomarker"
"198",198,"ADVANCED HEPATOCELLULAR CARCINOMA","absent","NA","NA","NA","APATINIB","UNK","I/II","Advanced, Second line","Progression free survival","NCT02727309","could have refused first line treatment","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT02727309","DB14765","45139106","ENSG00000104313","EFO_0009260","ABSENT NA NA","no biomarker"
"199",199,"HEPATOCELLULAR CARCINOMA","FGF19","positive/negative","NA","protein expression","FISOGATINIB","UNK","I","Second line","Maximum tolerated dose (MTD) on qd and bid schedules , Recommended Phase 2 dose of fisogatinib (BLU-554) on qd and bid schedules, Number of patients with adverse events, serious adverse events and changes in physical findings, vital signs, clinical laboratory results and ECG findings","NCT02508467","both positive and negative FGF19 pts could join trial, but they wouldn’t reviece the same amount of the drug","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT02508467","NA","91885617","ENSG00000162344","EFO_0000182","FGF19 PROTEIN EXPRESSION POSITIVE/NEGATIVE","pass"
"200",200,"ADVANCED HEPATOCELLULAR CARCINOMA","absent","NA","NA","NA","DURVALUMAB, TREMELIMUMAB, BEVACIZUMAB","UNK, UNK, UNK","II","Advanced, First&Second line","Number of subjects reporting adverse events and number of subjects reporting serious adverse events, Number of subjects experiencing dose limiting toxicities","NCT02519348","one group could not have any prior treatment (systemic) for HCC","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT02519348","DB11714,DB11771,DB00112","NA, NA, NA","ENSG00000104313","EFO_0009260","ABSENT NA NA","no biomarker"
"201",201,"ADVANCED HEPATOCELLULAR CARCINOMA","absent","NA","NA","NA","ENZALUTAMIDE","UNK","II","Advanced, Second line","Overall Survival (OS)","NCT02528643","NA","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT02528643","DB08899","15951529","ENSG00000104313","EFO_0009260","ABSENT NA NA","no biomarker"
"202",202,"ADVANCED HEPATOCELLULAR CARCINOMA","Adrogen Receptors","positive/negative","NA","protein expression","ENZALUTAMIDE, SORAFENIB","androgen receptors, UNK","I/II","Advanced, First line","Progression-free survival","NCT02642913","NA","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT02642913","DB08899,DB00398","15951529, 406563","NA","EFO_0009260","ADROGEN RECEPTORS PROTEIN EXPRESSION POSITIVE/NEGATIVE","failed biomarker"
"203",203,"INTERMEDIATE STAGE HEPATOCELLULAR CARCINOMA","absent","NA","NA","NA","SORAFENIB","UNK","UNK","First line","Overall survival ","NCT02529761","testing sorafenib combined with TACE","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT02529761","DB00398","406563","ENSG00000104313","EFO_0000707","ABSENT NA NA","no biomarker"
"204",204,"ADVANCED HEPATOCELLULAR CARCINOMA","absent","NA","NA","NA","BBI608, SORAFENIB","UNK, UNK","I","Advanced, First line","Assessment of safety and tolerability of BBI608 given in combination with Sorafenib by reporting of adverse events and serious adverse events, Assessment of dose-limiting toxicities (DLTs), Pharmacokinetic profile of BBI608 when administered in combination with Sorafenib","NCT02358395","NA","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT02358395","NA,DB00398","10331844, 406563","ENSG00000104313","EFO_0009260","ABSENT NA NA","no biomarker"
"205",205,"HEPATOCELLULAR CARCINOMA","absent","NA","NA","NA","SORAFENIB","UNK","IV","First line","Complete remission","NCT02504983","some arms had sorafenib combined with tace. Trial focused on the GALNT14 genotype, however, never included testing for that genotype in the criteria","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT02504983","DB00398","406563","ENSG00000104313","EFO_0000182","ABSENT NA NA","no biomarker"
"206",206,"ADVANCED HEPATOCELLULAR CARCINOMA","absent","NA","NA","NA","NIVOLUMAB","UNK","III","Advanced, First line","Overall Survival (OS)","NCT02576509","NA","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT02576509","DB09035","NA","ENSG00000104313","EFO_0009260","ABSENT NA NA","no biomarker"
"207",207,"ADVANCED HEPATOCELLULAR CARCINOMA","FGF19","positive","NA","Protein expression&amplification","ERDAFITINIB","UNK","I/II","Advanced, Second line","Part 1:Recommended Phase 2 Dose (RP2D), Number of participants with Objective Response","NCT02421185","NA","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT02421185","DB12147","67462786","ENSG00000162344","EFO_0009260","FGF19 PROTEIN EXPRESSION&AMPLIFICATION POSITIVE","pass"
"208",208,"EARLY STAGE HEPATOCELLULAR CARCINOMA","AFP","positve/negative","NA","Protein expression","OXALIPLATIN, 5-FLUOROURACIL","UNK, UNK","II/III","First line","Recurrence Free Survival","NCT02767375","AFP < 400","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT02767375","DB00526,DB00544","5310940, 3385","ENSG00000081051","EFO_0001663","AFP PROTEIN EXPRESSION POSITVE/NEGATIVE","pass"
"209",209,"NEWLY DIAGNOSED ADVANCED HEPATOCELLULAR CARCINOMA","absent","NA","NA","NA","DEXANABINOL, SORAFENIB","UNK, UNK","I","Advanced, First line","Maximum Tolerated Dose (MTD) of dexanabinol given in combination with standard chemotherapies, Number of adverse events (AEs) in patients receiving dexanabinol monotherapy, Number of adverse events (AEs) in patients receiving dexanabinol in combination with standard chemotherapies","NCT02423239","Also included other cancer, but HCC was in its own cohor","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT02423239","DB06444,DB00398","107778, 406563","ENSG00000104313","EFO_0009260","ABSENT NA NA","no biomarker"
"210",210,"ADVANCED HEPATOCELLULAR CARCINOMA","absent","NA","NA","NA","SORAFENIB, METFORMIN","UNK, UNK","II","Advanced, First line","Overall Survival","NCT02672488","NA","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT02672488","DB00398,DB00331","406563, 14219","ENSG00000104313","EFO_0009260","ABSENT NA NA","no biomarker"
"211",211,"ADVANCED HEPATOCELLULAR CARCINOMA","absent","NA","NA","NA","AXITINIB","angiogenisis","I","Advanced, Second line","The maximal tolerated dose (MTD)","NCT02814461","must be done with radiation.","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT02814461","DB06626","6450551","ENSG00000104313","EFO_0009260","ABSENT NA NA","no biomarker"
"212",212,"ADVANCED FIBROLAMELLAR CARCINOMA","absent","NA","NA","NA","ENMD-2076","UNK","II","Advanced, First&Second line","Overall Response Rate","NCT02234986","NA","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT02234986","NA","16041424","ENSG00000104313","EFO_0009260","ABSENT NA NA","no biomarker"
"213",213,"ADVANCED HEPATOBILIARY CANCER","absent","NA","NA","NA","BBI503","UNK","II","Advanced, Second line","Disease Control Rate (DCR)","NCT02232633","NA","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT02232633","NA","25190990","ENSG00000104313","EFO_0000311","ABSENT NA NA","no biomarker"
"214",214,"ADVANCED HEPATOCELLULAR CANCER","absent","NA","NA","NA","BBI503","UNK","II","Advanced, Second line","Disease Control Rate (DCR)","NCT02232633","NA","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT02232633","NA","25190990","ENSG00000104313","EFO_0000311","ABSENT NA NA","no biomarker"
"215",215,"CHOLANGIOCARCINOMA","absent","NA","NA","NA","BBI503","UNK","II","Advanced, Second line","Disease Control Rate (DCR)","NCT02232633","NA","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT02232633","NA","25190990","ENSG00000104313","EFO_0005221","ABSENT NA NA","no biomarker"
"216",216,"HEPATOCELLULAR CARCINOMA","absent","NA","NA","NA","SORAFENIB","UNK","UNK","First line","recurrence-free survival","NCT02537158","treating MVI, sorafenib was being tested vs TACE, must be done after a resection","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT02537158","DB00398","406563","ENSG00000104313","EFO_0000182","ABSENT NA NA","no biomarker"
"217",217,"ADVANCED HEPATOCELLULAR CARCINOMA","absent","NA","NA","NA","CELECOXIB, SORAFENIB","UNK, UNK","IV","Advanced, Second line","Incidence of participants with clinically definite Sorafenib-related Hand Foot Syndrome, SECONDAY OUTCOME MEASURE: Overall survival","NCT02961998","Treating HFS. However, also testing synergistic effect on HCC","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT02961998","DB00482,DB00398","2662, 406563","ENSG00000104313","EFO_0009260","ABSENT NA NA","no biomarker"
"218",218,"CHOLANGIOCARCINOMA","absent","NA","NA","NA","DKN-01, GEMCITABINE, CISPLATIN","UNK, UNK, UNK","I","Second line","Maximum tolerated dose and dose-limiting toxicities as determined in Part A, Composite Safety parameters as assessed by new or changing physical examinations, vital signs, electrocardiograms (ECGs), clinical laboratories, concomitant medication reviews, and assessment of adverse events","NCT02375880","NA","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT02375880","NA,DB00441,DB00515","NA, 60750, 2767","ENSG00000104313","EFO_0005221","ABSENT NA NA","failed drug,no biomarker"
"219",219,"BILE DUCT CANCER","absent","NA","NA","NA","DKN-01, GEMCITABINE, CISPLATIN","UNK, UNK, UNK","I","First&Second line","Maximum tolerated dose and dose-limiting toxicities as determined in Part A, Composite Safety parameters as assessed by new or changing physical examinations, vital signs, electrocardiograms (ECGs), clinical laboratories, concomitant medication reviews, and assessment of adverse events","NCT02375880","NA","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT02375880","NA,DB00441,DB00515","NA, 60750, 2767","ENSG00000104313","MONDO_0003059","ABSENT NA NA","failed drug,no biomarker"
"220",220,"ADVANCED HEPATOCELLULAR CARCINOMA","MET","Positive","NA","Protein expression/protein expression&amplification/mutation","METATINIB TROMETHAMINE","UNK","I","Advanced, Second line","incidence of adverse events","NCT02650375","NA","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT02650375","NA","NA","ENSG00000105976","EFO_0009260","MET PROTEIN EXPRESSION/PROTEIN EXPRESSION&AMPLIFICATION/MUTATION POSITIVE","failed drug"
"221",221,"ADVANCED HEPATOCELLULAR CARCINOMA","absent","NA","NA","NA","MOGAMULIZUMAB, NIVOLUMAB","CCR4, PD1","I/II","Advanced, Second line","Maximum Tolerated Dose (MTD), Number of subjects experiencing dose-limiting toxicity","NCT02705105","included other cancers, but had a list of criteria for HCC","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT02705105","DB12498,DB09035","NA, NA","ENSG00000104313","EFO_0009260","ABSENT NA NA","no biomarker"
"222",222,"ADVANCED HEPATOCELLULAR CARCINOMA","absent","NA","NA","NA","APATINIB, SHR-1210","VEGFR, PD1","I/II","Advanced, Second line","Overall survival rate","NCT02942329","included gastric cancer as well, but laid out hcc criteria","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT02942329","DB14765,NA","45139106, NA","ENSG00000104313","EFO_0009260","ABSENT NA NA","no biomarker"
"223",223,"METASTATIC HEPATOCELLULAR CARCINOMA","absent","NA","NA","NA","MLN0128","UNK","I/II","Advanced, First&Second line","Phase I: Maximum Tolerated Dose (MTD) of MLN0128 , Phase II: Time to Progression (TTP)","NCT02575339","Phase one subjects could have prior systemic therapy, phase two subjects could not","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT02575339","NA","45375953","ENSG00000104313","EFO_0000702","ABSENT NA NA","no biomarker"
"224",224,"ADVANCED HEPATOCELLULAR CANCER","AFP","positive/negative","NA","Protein expression","APATINIB","UNK","II","Advanced, First line","Objective Response Rate(ORR)","NCT03046979","being compared to sorafenib, the current first line","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03046979","DB14765","45139106","ENSG00000081051","EFO_0000311","AFP PROTEIN EXPRESSION POSITIVE/NEGATIVE","pass"
"225",225,"ADVANCED HEPATOCELLULAR CANCER","AFP","positive/negative","NA","Protein expression","PEMBROLIZUMAB","UNK","II","Advanced, Second line","Disease Control Rate (DCR) in Study Participants , Rate of Treatment-Related Adverse Events in Study Participants","NCT02658019","could have been intolerable or refused sorafenib","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT02658019","DB09037","NA","ENSG00000081051","EFO_0000311","AFP PROTEIN EXPRESSION POSITIVE/NEGATIVE","pass"
"226",226,"ADVANCED HEPATOCELLULAR CANCER","absent","NA","NA","NA","OXALIPLATIN","UNK","UNK","Advanced, First line","Objective response rate and/or 1-year survival rate","NCT03166553","couldn’t have any local therapy: like TACE, RFA, surgery","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03166553","DB00526","5310940","ENSG00000104313","EFO_0000311","ABSENT NA NA","no biomarker"
"227",227,"ADVANCED LIVER CANCER","absent","NA","NA","NA","ELEMENE","UNK","UNK","Advanced, Second line","DCR and/or 6-months survival rate","NCT03167775","NA","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03167775","NA","6918391","ENSG00000104313","MONDO_0002691","ABSENT NA NA","no biomarker"
"228",228,"HEPATOCELLULAR CARCINOMA","absent","NA","NA","NA","ANLOTINIB","UNK","II","First&Second line","12-week Progression-free survival rate(PFR 12w)","NCT02809534","one group could not have any prior treatment (systemic) for HCC, another could have failed with sorafenib","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT02809534","DB11885","57380530","ENSG00000104313","EFO_0000182","ABSENT NA NA","no biomarker"
"229",229,"ADVANCED HEPATOCELLULAR CARCINOMA","RB","Positive","NA","Protein expression","LEE011","UNK","II","Advanced, First line","Progression Free Survival","NCT02524119","must be done with TACE","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT02524119","NA","44631912","ENSG00000139687","EFO_0009260","RB PROTEIN EXPRESSION POSITIVE","pass"
"230",230,"ADVANCED HEPATOCELLULAR CANCER","absent","NA","NA","NA","APATINIB MESYLATE TABLETS","VEGFR2","I/II","Advanced, Second line","time to progression","NCT02772029","failed or not compatible with first line","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT02772029","NA","NA","ENSG00000104313","EFO_0000311","ABSENT NA NA","failed drug,no biomarker"
"231",231,"ADVANCED HEPATOCELLULAR CANCER","absent","NA","NA","NA","PEMBROLIZUMAB","UNK","II","Advanced, First&Second line","Objective Response Rate (ORR)","NCT02702414","For Cohort 1: had prior systemic therapy for HCC other than sorafenib, or intercurrent local therapy to the liver tumor between sorafenib and study drug For Cohort 2: had prior systemic therapy in the advanced disease setting","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT02702414","DB09037","NA","ENSG00000104313","EFO_0000311","ABSENT NA NA","no biomarker"
