"","...1","Disease","Enrichment.biomarker","Biomarker.relationship","Biomarker.logical.conditions","Marker.type","Drug","Targets","Study.Phase..comparator.","Clinical.State.and.treatment.setting","Primary.End.Point","clinicaltrials.gov.reference","Raw.Text","annotator","STATUS","validator","URL","drug_drugbank_standard","drug_pubchem","biomarker_ensembl_standard","diseases_EFO_MONDO_standard","biomarker_term","QC"
"187",187,"LOCALLY RECURRENT OR METASTATIC TRIPLE NEGATIVE BREAST CANCER","ERBB2, ERS1, PGR, BRCA1, BRCA2","Negative, Negative, Negative, Negative, Negative","AND, AND, AND, AND","Protein Expression, Protein expression, Protein expression, Mutation, Mutation","ERYASPASE, GEMCITABINE, CARBOPLATIN","UNK, UNK, UNK","II/III","Advanced, First line","Objective response rate (ORR) ","NCT03674242","NA","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03674242","NA,DB00441,DB00958","NA, 60750, 56840877","ENSG00000141736, NA, ENSG00000082175, ENSG00000012048, ENSG00000139618","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE AND BRCA1 MUTATION NEGATIVE AND BRCA2 MUTATION NEGATIVE","failed drug"
"188",188,"LUMINAL B BREAST CANCER","ERBB2, ERS1, Ki67, PDL1","Negative, Positive, Negative/Positive, Positive","AND, AND, AND","Protein Expression, Protein expression, Protein expression, Protein Expression","OLECLUMAB, DURVALUMAB","CD73, PDL1","II","First line","Safety Run-in: Immune related or radiation therapy related toxicity of special interest, Safety Run-in: Primary surgery, Phase II: Tumour response in arms 2 or 3 versus arm 1","NCT03875573","Confirmed Mammaprint genomic high risk score according to central testing (Ki67 >20%). Different arms with different drugs, all combined with radiotherapy. The trial called for a phase I ""saftey check"" with 6 participants, but did not lay out the biomarkers for that phase. It seemed that all would have the same biomarkers","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT03875573","DB15088,DB11714","NA, NA","ENSG00000141736, NA, ENSG00000148773, ENSG00000120217","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION POSITIVE AND KI67 PROTEIN EXPRESSION NEGATIVE/POSITIVE AND PDL1 PROTEIN EXPRESSION POSITIVE","pass"
"189",189,"METASTATIC TRIPLE NEGATIVE BREAST CANCER","ERBB2, ERS1, PGR","Negative, Negative, Negative","AND, AND","Protein Expression, Protein expression, Protein expression","CARBOPLATIN, IPATASERTIB, PACLITAXEL","UNK, UNK, UNK","I/II","Advanced, Second Line","Recommended phase II dose (RP2D) of ipatasertib (Phase I), Progression-free survival (PFS) (Phase II)","NCT03853707","different experimental groups with the same biomarkers","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03853707","DB00958,DB11743,DB01229","56840877, 24788740, 36314","ENSG00000141736, NA, ENSG00000082175","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE","pass"
"190",190,"ADVANCED BREAST CANCER","ERBB2, ERS1, PGR","Negative, Positive, Positive","AND, AND/OR","Protein Expression, Protein expression, Protein expression","PALBOCICLIB, ENDOCRINE THERAPY","UNK, UNK","II","Advanced, First line","PFS (Progression-free survival)","NCT03809988","endocrine therapy is letrozole or fulvestrant","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT03809988","DB09073,NA","11478676, NA","ENSG00000141736, NA, ENSG00000082175","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION POSITIVE AND/OR PGR PROTEIN EXPRESSION POSITIVE","pass"
"191",191,"LOCALLY ADVANCED OR METASTATIC TRIPLE-NEGATIVE BREAST CANCER","ERBB2, ERS1, PGR","Negative, Negative, Negative","AND, AND","Protein Expression, Protein expression, Protein expression","CAPIVASERTIB, PACLITAXEL","UNK, UNK","III","Advanced, Second Line","Progression-Free Survival (PFS), Overall Survival (OS) ","NCT03997123","NA","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03997123","DB12218,DB01229","25227436, 36314","ENSG00000141736, NA, ENSG00000082175","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE","pass"
"192",192,"EARLY BREAST CANCER","ERBB2, ERS1, PGR","Positive, Negative/Positive, Negative/Positive","AND, AND/OR","Protein Expression, Protein expression, Protein expression","DOXORUBICIN LIPOSOME, CYCLOPHOSPHAMIDE, TRASTUZUMAB, DOCETAXEL","UNK, UNK, UNK, UNK","II","First line","Pathological Complete Response rate (pCR)","NCT04172259","HR status just needed to be known","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT04172259","NA,DB00531,DB00072,DB01248","NA, 2907, 3001322, 148124","ENSG00000141736, NA, ENSG00000082175","MONDO_0007254","ERBB2 PROTEIN EXPRESSION POSITIVE AND ERS1 PROTEIN EXPRESSION NEGATIVE/POSITIVE AND/OR PGR PROTEIN EXPRESSION NEGATIVE/POSITIVE","failed drug"
"193",193,"METASTATIC BREAST CANCER","ERBB2, ERS1, PGR, AR, PTEN","Negative,Positive,Positive, Positive, Positive","AND, AND/OR, AND, AND","Protein Expression, Protein expression, Protein expression, Protein Expression, Mutation","ALPELISIB, ENZALUTAMIDE","Phosphoinositide 3-kinase, UNK","I","Advanced, Second Line","Maximum tolerated dose (MTD) of alpelisib in combination with enzalutamide","NCT03207529","AR positivity is defined as >= 1% of nuclear staining","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03207529","DB12015,DB08899","56649450, 15951529","ENSG00000141736, NA, ENSG00000082175, ENSG00000169083, ENSG00000171862","EFO_1000984","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION POSITIVE AND/OR PGR PROTEIN EXPRESSION POSITIVE AND AR PROTEIN EXPRESSION POSITIVE AND PTEN MUTATION POSITIVE","pass"
"194",194,"METASTATIC BREAST CANCER","ERBB2, ERS1, PGR, AR, PTEN","Negative, Negative, Negative, Positive, Positive","AND, AND/OR, AND, AND","Protein Expression, Protein expression, Protein expression, Protein Expression, Mutation","ALPELISIB, ENZALUTAMIDE","Phosphoinositide 3-kinase, UNK","I","Advanced, Second Line","Maximum tolerated dose (MTD) of alpelisib in combination with enzalutamide","NCT03207529","AR positivity is defined as >= 1% of nuclear staining","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03207529","DB12015,DB08899","56649450, 15951529","ENSG00000141736, NA, ENSG00000082175, ENSG00000169083, ENSG00000171862","EFO_1000984","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION NEGATIVE AND/OR PGR PROTEIN EXPRESSION NEGATIVE AND AR PROTEIN EXPRESSION POSITIVE AND PTEN MUTATION POSITIVE","pass"
"195",195,"METASTATIC BREAST CANCER","ERBB2, ERS1, PGR","Negative, Positive, Positive","AND, AND/OR","Protein Expression, Protein expression, Protein expression","IPATASERTIB, RUCAPARIB","UNK, UNK","I","Advanced, Second Line","Percentage of Participants with Adverse Events, Percentage of Participants with Dose-Limiting Toxicities (DLTs) that Determine the Maximum-Tolerated Dose (MTD) of the Ipatasertib and Rucaparib Combination, Percentage of Participants with Prostate-Specific Antigen (PSA) Response","NCT03840200","Included other cancers, but had the specific breast cancer trial specifically explained","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT03840200","DB11743,DB12332","24788740, 9931953","ENSG00000141736, NA, ENSG00000082175","EFO_1000984","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION POSITIVE AND/OR PGR PROTEIN EXPRESSION POSITIVE","pass"
"196",196,"METASTATIC BREAST CANCER","ERBB2, ERS1, PGR","Negative, Negative, Negative","AND, AND/OR","Protein Expression, Protein expression, Protein expression","IPATASERTIB, RUCAPARIB","UNK, UNK","I","Advanced, Second Line","Percentage of Participants with Adverse Events, Percentage of Participants with Dose-Limiting Toxicities (DLTs) that Determine the Maximum-Tolerated Dose (MTD) of the Ipatasertib and Rucaparib Combination, Percentage of Participants with Prostate-Specific Antigen (PSA) Response","NCT03840200","Included other cancers, but had the specific breast cancer trial specifically explained","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT03840200","DB11743,DB12332","24788740, 9931953","ENSG00000141736, NA, ENSG00000082175","EFO_1000984","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION NEGATIVE AND/OR PGR PROTEIN EXPRESSION NEGATIVE","pass"
"197",197,"ADVANCED BREAST CANCER","ERBB2, ERS1, PGR, PTEN, PIK3CA","Positive, Negative/Positive, Negative/Positive, Positive, Positive","AND, AND, AND, AND","Protein expression&amplification, Protein Expression, Protein expression, Mutation, Mutation","PERTUZUMAB, TRASTUZUMAB, COPANLISIB","UNK, ERBB2, UNK","I/II","Advanced, First line","Incidence of adverse events and serious adverse events (Phase Ib), Incidence of dose limiting toxicities (DLTs) (Phase Ib), Progression-free survival (PFS) (Phase II)","NCT04108858","PHASE IB/SAFETY RUN-IN ONLY: Molecular biomarker selection will not be mandated, did select for phase II","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT04108858","DB06366,DB00072,DB12483","NA, 3001322, 135565596","ENSG00000141736, NA, ENSG00000082175, ENSG00000171862, ENSG00000121879","MONDO_0007254","ERBB2 PROTEIN EXPRESSION&AMPLIFICATION POSITIVE AND ERS1 PROTEIN EXPRESSION NEGATIVE/POSITIVE AND PGR PROTEIN EXPRESSION NEGATIVE/POSITIVE AND PTEN MUTATION POSITIVE AND PIK3CA MUTATION POSITIVE","pass"
"198",198,"METASTATIC OR LOCOREGIONALLY RECCURENT BREAST CANCER","ERBB2","Negative","NA","Protein Expression","PACLITAXEL, TALIMOGENE LAHERPAREPVEC","UNK, UNK","I","Advanced, Second Line","Distribution for the maximum observed grade for each adverse event of talimogene laherparepvec in both arms, Maximum tolerated volume defined as the highest volume (up to 4mL) that results in ≤ 1 dose limiting toxicity in 6 treated patients for each treatment cohort","NCT03554044","had different cohorts with different drug combinations, depending upon biomarkers","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03554044","DB01229,DB13896","36314, NA","ENSG00000141736","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE","pass"
"199",199,"METASTATIC OR LOCOREGIONALLY RECCURENT BREAST CANCER","ERBB2, ERS1","Negative, Positive","AND","Protein Expression, Protein Expression","TAMOXIFEN, TALIMOGENE LAHERPAREPVEC, LETROZOLE, FULVESTRANT, EXEMESTANE, ANASTROZOLE","UNK, UNK, UNK, UNK, UNK, UNK","I","Advanced, Second Line","Distribution for the maximum observed grade for each adverse event of talimogene laherparepvec in both arms, Maximum tolerated volume defined as the highest volume (up to 4mL) that results in ≤ 1 dose limiting toxicity in 6 treated patients for each treatment cohort","NCT03554044","had different cohorts with different drug combinations, depending upon biomarkers","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03554044","DB00675,DB13896,DB01006,DB00947,DB00990,DB01217","2733526, NA, 3902, 104741, 60198, 2187","ENSG00000141736, NA","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION POSITIVE","pass"
"200",200,"METASTATIC BREAST CANCER","ERBB2, ERS1, PIK3CA, PTEN","Negative, Positive, Negative/Positive, Negative/Positive","AND, AND, AND","Protein Expression, Protein Expression, Mutation, Mutation","COPANLISIB, FULVESTRANT","PI3K, UNK","I/II","Advanced, Second Line","Dose limiting toxicity (DLT)","NCT03803761","post menopausal only","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03803761","DB12483,DB00947","135565596, 104741","ENSG00000141736, NA, ENSG00000121879, ENSG00000171862","EFO_1000984","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION POSITIVE AND PIK3CA MUTATION NEGATIVE/POSITIVE AND PTEN MUTATION NEGATIVE/POSITIVE","pass"
"201",201,"STAGE IV TRIPLE NEGATIVE BREAST CANCER","ERBB2, ERS1, PGR","Negative, Negative, Negative","AND, AND","Protein Expression, Protein expression, Protein expression","AVELUMAB, BINIMETINIB, PF-04518600, UTOMILUMAB","UNK, UNK, OX40, UNK","II","Advanced, Second Line","Best Overall Response Rate (BORR) Assessed by Response Evaluation Criteria in Solid Tumors (RECIST) Version 1.1","NCT03971409","different experimental groups with the same biomarkers","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT03971409","DB11945,DB11967,NA,DB15113","NA, 10288191, NA, NA","ENSG00000141736, NA, ENSG00000082175","EFO_0005537","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE","pass"
"202",202,"ADVANCED INVASIVE BREAST CANCER","ERBB2, ERS1, PGR","Positive, Positive, Positive","AND, AND/OR","Protein Expression, Protein expression, Protein expression","PYROTINIB, TRASTUZUMAB, AROMATASE INHIBITORS","UNK, UNK, Aromatase","II","Advanced, First line","Progression-Free Survival (PFS)","NCT04088110","aromatase inhibitors include : anastrozole, letrozole or exemestane","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT04088110","DB14993,DB00072,NA","51039030, 3001322, NA","ENSG00000141736, NA, ENSG00000082175","MONDO_0007254","ERBB2 PROTEIN EXPRESSION POSITIVE AND ERS1 PROTEIN EXPRESSION POSITIVE AND/OR PGR PROTEIN EXPRESSION POSITIVE","pass"
"203",203,"ADVANCED BREAST CANCER","ERBB2, ERS1","Negative, Positive","AND","Protein Expression, Protein Expression","ODM-209","UNK","I/II","Advanced, Second Line","Maximum tolerated dose (MTD) ","NCT03878823","drug is co-administered with glucocorticoid and mineralocorticoid. Different cancers are treated in this trial. However, BC has a separate cohort and specific biomarkes","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03878823","NA","NA","ENSG00000141736, NA","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION POSITIVE","failed drug"
"204",204,"METASTATIC TRIPLE NEGATIVE BREAST CANCER","ERBB2, ERS1, PGR","Negative, Negative, Negative","AND, AND","Protein Expression, Protein expression, Protein expression","LEFLUNOMIDE","dihydroorotate dehydrogenase","I/II","Advanced, Second Line","Maximum Tolerated Dose (MTD), Clinical Benefit Rate (CBR)","NCT03709446","NA","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT03709446","DB01097","3899","ENSG00000141736, NA, ENSG00000082175","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE","pass"
"205",205,"METASTATIC TRIPLE NEGATIVE BREAST CANCER","ERBB2, ERS1, PGR, PDL1","Negative, Negative, Negative, Negative/positive","AND, AND, AND","Protein Expression, Protein expression, Protein expression, protein expression","TESETAXEL, NIVOLUMAB, PEMBROLIZUMAB, ATEZOLIZUMAB","UNK, UNK, UNK, UNK","II","Advanced, First line","Cohort 1: ORR , Cohort 1: PFS, Cohort 2: ORR","NCT03952325","Cohorts are separated by age and biomarkers","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03952325","DB12019,DB09035,DB09037,DB11595","6918574, NA, NA, NA","ENSG00000141736, NA, ENSG00000082175, ENSG00000120217","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE AND PDL1 PROTEIN EXPRESSION NEGATIVE/POSITIVE","pass"
"206",206,"METASTATIC BREAST CANCER","ERBB2","Negative","NA","Protein Expression","TESETAXEL","UNK, UNK, UNK, UNK","II","Advanced, First line","Cohort 1: ORR , Cohort 1: PFS, Cohort 2: ORR","NCT03952325","Cohorts are separated by age and biomarkers","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03952325","DB12019","6918574","ENSG00000141736","EFO_1000984","ERBB2 PROTEIN EXPRESSION NEGATIVE","pass"
"207",207,"BREAST DUCTAL CARCINOMA IN SITU","BRCA1, BRCA2, ESR1","Negative, Negative, Positive","AND, AND","Mutation, Mutation, Protein Expression","TAMOXIFEN","UNK","III","First line","Breast tumor recurrence","NCT04046159","was compared to radiotherapy, must be newly diagnosed","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT04046159","DB00675","2733526","ENSG00000012048, ENSG00000139618, ENSG00000091831","EFO_0000432","BRCA1 MUTATION NEGATIVE AND BRCA2 MUTATION NEGATIVE AND ESR1 PROTEIN EXPRESSION POSITIVE","pass"
"208",208,"EARLY STAGE TRIPLE NEGATIVE BREAST CANCER","ERBB2, ERS1, PGR","Negative, Negative, Negative","AND, AND","Protein Expression, Protein expression, Protein expression","CELECOXIB, CYCLOPHOSPHAMIDE, DOXORUBICIN, DOXORUBICIN HYDROCHLORIDE, PACLITAXEL, RECOMBINANT INTERFERON ALFA-2B, RINTATOLIMOD","UNK, UNK, UNK, UNK, UNK, UNK, UNK","I","First line","Tumor-infiltrating CD8+ cytotoxic T lymphocyte (CTL)s pre-treatment vs post-treatment","NCT04081389","chemokine modulation therapy","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT04081389","DB00482,DB00531,DB00997,NA,DB01229,NA,NA","2662, 2907, 443939, 443939, 36314, NA, 135537060","ENSG00000141736, NA, ENSG00000082175","EFO_0005537","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE","pass"
"209",209,"METASTATIC BREAST CANCER","ERBB2, ERS1, PGR, PDL1","Positive, Negative/Positive, Negative/Positive, Positive","AND, AND, AND","Protein expression&amplification, Protein Expression, Protein expression, protein expression","ATEZOLIZUMAB, PACLITAXEL, PERTUZUMAB, TRASTUZUMAB","UNK, UNK, UNK, ERBB2","III","Advanced, Second Line","Progression free survival ","NCT03199885","NA","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03199885","DB11595,DB01229,DB06366,DB00072","NA, 36314, NA, 3001322","ENSG00000141736, NA, ENSG00000082175, ENSG00000120217","EFO_1000984","ERBB2 PROTEIN EXPRESSION&AMPLIFICATION POSITIVE AND ERS1 PROTEIN EXPRESSION NEGATIVE/POSITIVE AND PGR PROTEIN EXPRESSION NEGATIVE/POSITIVE AND PDL1 PROTEIN EXPRESSION POSITIVE","pass"
"210",210,"METASTATIC BREAST CANCER","ERBB2","Negative","NA","Protein Expression","CYCLOPHOSPHAMIDE, LYSO-THERMOSENSITIVE LIPOSOMAL DOXORUBICIN","UNK, UNK","I","Advanced, First line","Incidence of adverse events assessed by CTCAE v 5.0 , Incidence of dose limiting toxicities, Incidence of necessity for dose adjustments, delay or early cessation, Incidence and severity of post-procedural pain, Patient reported tolerability via an adapted version of the Cancer Therapy Satisfaction Questionnaire (CTSQ), Patient reported tolerability via the Functional Assessment of Cancer Therapy - Breast (FACT-B) questionnaire, Incidence of cardiotoxity, Description of MR thermometry data (describing the temperatures achieved), Duration of procedures on a treatment day , Number of completed cycles with MR-HIFU induced hyperthermia, The number of cycles in which hyperthermia was sufficient: at least 30 minutes at the target temperature of 40-42°C","NCT03749850","Used with MR-HIFU induced hyperthermia","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03749850","DB00531,NA","2907, NA","ENSG00000141736","EFO_1000984","ERBB2 PROTEIN EXPRESSION NEGATIVE","pass"
"211",211,"STAGE IIB-III TRIPLE NEGATIVE BREAST CANCER","ERBB2, ERS1, PGR","Negative, Negative, Negative","AND, AND","Protein Expression, Protein expression, Protein expression","ATORVASTATIN","UNK","II","Advanced&Non-advanced, Second line","Proportions of patients with undetectable circulating tumor cells (CTC","NCT03872388","NA","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT03872388","DB01076","60822","ENSG00000141736, NA, ENSG00000082175","EFO_0005537","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE","pass"
"212",212,"LOCALIZED BREAST CANCER","ERBB2, ERS1, PGR","Negative, Negative, Negative","AND, AND","Protein Expression, Protein expression, Protein expression","IPILIMUMAB, NIVOLUMAB, TALIMOGENE LAHERPAREPVEC","UNK, UNK, UNK","I","First line","Incidence and severity of adverse events (AEs)","NCT04185311","includes different biomarker combonations","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT04185311","DB06186,DB09035,DB13896","NA, NA, NA","ENSG00000141736, NA, ENSG00000082175","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE","pass"
"213",213,"LOCALIZED BREAST CANCER","ERBB2, ERS1","Negative, Positive","AND","Protein Expression, Protein Expression","IPILIMUMAB, NIVOLUMAB, TALIMOGENE LAHERPAREPVEC","UNK, UNK, UNK","I","First line","Incidence and severity of adverse events (AEs)","NCT04185311","includes different biomarker combonations","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT04185311","DB06186,DB09035,DB13896","NA, NA, NA","ENSG00000141736, NA","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION POSITIVE","pass"
"214",214,"BREAST CANCER","ERBB2","Positive","NA","Mutation","POZIOTINIB HYDROCHLORIDE","UNK","II","Advanced, First&Second  line","Objective Response Rate (ORR)","NCT04172597","included other cancers, but had the specific breast cancer trial specifically explained. ""Patients with breast or gastric cancers with HER2 copy number alterations/amplifications/over expressions and no HER2 activating mutations.""","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT04172597","NA","NA","ENSG00000141736","MONDO_0007254","ERBB2 MUTATION POSITIVE","failed drug"
"215",215,"LOCALLY ADVANCED","ERBB2, ERS1","Negative, Positive","AND","Protein Expression, Protein Expression","ALRN-6924, PACLITAXEL","MDM2/MDMX, UNK","I","Advanced, First&Second line","Maximum tolerated dose (MTD) of combination of ALRN-6924 and paclitaxel, defined as the isotonic estimate of the toxicity rate closest to 0.30","NCT03725436","Expansion cohort only: estrogen receptor (ER) positive (> 1%), human epidermal growth factor 2 (HER2) negative, WT TP53 metastatic or inoperable locally advanced or locally recurrent breast cancer. Patients can be HER2 0+ or 1+, 2+ or FISH non-amplified to be considered HER2 negative.","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT03725436","NA,DB01229","NA, 36314","ENSG00000141736, NA","EFO_0005856","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION POSITIVE","failed drug"
"216",216,"REFRACTORY OR RELAPSED TRIPLE NEGATIVE BREAST CANCER","ERBB2, ERS1, PGR","Negative, Negative, Negative","AND, AND","Protein Expression, Protein expression, Protein expression","PEMBROLIZUMAB, CYCLOPHOSPHAMIDE, GX-I7","UNK, UNK, UNK","I/II","Advanced&Non-Advanced,, Second Line","Incidence and nature of DLTs, Incidence, nature and severity of adverse events, Objective response rate (ORR)","NCT03752723","NA","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03752723","DB09037,DB00531,NA","NA, 2907, NA","ENSG00000141736, NA, ENSG00000082175","EFO_0005537","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE","pass"
"217",217,"EARLY BREAST CANCER","ERBB2","Positive","NA","Protein Expression","TRASTUZUMAB","UNK","III","First line","Rate of Adverse Events, Immunogenicity Assessments, Disease-Free Survival, Overall Survival","NCT04109391","did not say HER+ in criteria, but stated it explictly throughout the trial","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT04109391","DB00072","3001322","ENSG00000141736","MONDO_0007254","ERBB2 PROTEIN EXPRESSION POSITIVE","pass"
"218",218,"METASTATIC TRIPLE NEGATIVE BREAST CANCER","ERBB2, ERS1, PGR","Negative, Negative, Negative","AND, AND","Protein Expression, Protein expression, Protein expression","RUCAPARIB, SACITUZUMAB GOVITECAN","UNK, UNK","I/II","Advanced, Second Line","Incidence of Treatment-Emergent Adverse Events (Safety and Tolerability), Number of participants who experience dose limiting toxicity as defined in the protocol, Overall Response Rate","NCT03992131","Included other cancers, but had the specific breast cancer trial specifically explained","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03992131","DB12332,DB12893","9931953, 91668186","ENSG00000141736, NA, ENSG00000082175","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE","pass"
"219",219,"METASTATIC BREAST CANCER","ERBB2, ERS1, PGR","Positive, Positive, Positive","AND, AND/OR","Protein Expression, Protein expression, Protein expression","PYROTINIB, TRASTUZUMAB, AROMATASE INHIBITOR","UNK, UNK, Aromatase","II","Advanced, First line","Progression-Free Survival (PFS)","NCT03910712","The investigator chose an aromatase inhibitor (either anastrozole, letrozole or exemestane)","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03910712","DB14993,DB00072,NA","51039030, 3001322, NA","ENSG00000141736, NA, ENSG00000082175","EFO_1000984","ERBB2 PROTEIN EXPRESSION POSITIVE AND ERS1 PROTEIN EXPRESSION POSITIVE AND/OR PGR PROTEIN EXPRESSION POSITIVE","pass"
"220",220,"BREAST CANCER","ERBB2, ERS1, PGR, Ki67","Negative, Positive, Positive, Positive","AND, AND/OR, AND","Protein Expression, Protein expression, Protein expression, Protein Expression","PALBOCICLIB, LETROZOLE","UNK. UNK","I","Second line","Complete Cell Cycle Arrest (CCCA)","NCT04130152","NA","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT04130152","DB09073,DB01006","11478676, 3902","ENSG00000141736, NA, ENSG00000082175, ENSG00000148773","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION POSITIVE AND/OR PGR PROTEIN EXPRESSION POSITIVE AND KI67 PROTEIN EXPRESSION POSITIVE","pass"
